Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
North America,Florida,Miramar,CK Tech Store,9,HP,Envy,SSD,Patricia,Elliott,+1-367-834-3530,brandon83@example.org,William Macdonald,Returns,29629,32218,Finance,463,2023-07-09,N/A,33837,2GB,795,Offline,Medium,0,111,30303,256GB
Africa,Morocco,Marrakesh-Safi,Benjis Tech,4,Lenovo,Legion 5,HDD,Brandi,Lopez,182-383-9495,trandolph@example.org,Jessica Thomas,Second-hand Sales,24940,29877,Bank Transfer,556,2023-09-05,N/A,0,8GB,606,Offline,Low,0,566,29790,256GB
Africa,Egypt,New Valley,XYZ Tech,8,MSI,GP76 Leopard,HDD,Catherine,Rodriguez,+1-589-969-0419x91494,millerbrooke@example.com,Michael Gibson,Second-hand Sales,8929,11831,Bank Transfer,68,2021-10-03,N/A,0,16GB,766,Offline,Medium,0,830,10834,500GB
Africa,Ghana,Western,Greens Laptops and PCs,5,HP,Envy,HDD,James,Bond,462-623-8519,madison89@example.com,Kevin Lee,Repairs,20438,23785,Cash,325,2021-03-23,2021-04-03,0,8GB,428,Online,Low,2074,689,20730,256GB
Africa,Morocco,Taourirt,XYZ Tech,9,Samsung,Notebook 5,SSD,Jennifer,Wilson,001-276-120-7848x16538,gregoryklein@example.org,Gina Day,New Sales,29998,32313,Cash,954,2021-08-17,2021-08-19,0,4GB,783,Online,High,0,651,32144,1TB
Africa,Tanzania,Katavi,Western International PCs,3,Acer,Chromebook Spin 311,SSD,Shane,Torres,2154767242,qpeterson@example.com,Jennifer Morales,Returns,14270,18407,Bank Transfer,422,2022-05-01,N/A,0,16GB,760,Offline,Low,0,490,14673,1TB
Africa,Morocco,Taourirt,Mini Tech,5,Apple,Apple Macintosh SE,SSD,Louis,Russo,001-942-178-5414x324,caroldaniels@example.net,John Whitney,Returns,10548,12999,Bank Transfer,902,2024-01-06,2024-01-29,0,2GB,732,Online,High,0,120,10882,256GB
Africa,Nigeria,Imo,ABC Computers,10,Samsung,Notebook 7 Spin,SSD,Samantha,Pham,893.520.6498,pjenkins@example.com,Lisa Morgan,Second-hand Sales,7457,9913,Cash,67,2024-02-26,N/A,0,8GB,800,Offline,Low,0,443,9105,500GB
Africa,Nigeria,Delta,XYZ Tech,1,Apple,Apple Macintosh Classic,HDD,Mary,Rodgers,883.083.5175,qwilliams@example.com,Diana Waters,New Sales,18221,21081,Finance,828,2022-09-26,N/A,27853,16GB,479,Offline,High,0,78,18340,256GB
Africa,Nigeria,Kogi,Frankies Hardware and Software,10,MSI,GP76 Leopard,SSD,Jonathon,Long,955-321-9571,adunn@example.net,Randy Dillon,New Sales,4588,7182,Bank Transfer,918,2022-08-30,2022-09-11,0,2GB,495,Online,Medium,0,676,4653,500GB
North America,North Carolina,Rocky Mount,Mini Tech,2,Toshiba,Libretto,SSD,Sandra,Kelley,+1-003-067-5556x93118,laura01@example.org,Eric Hall,Second-hand Sales,22838,27475,Finance,451,2023-10-25,2023-11-24,1995,8GB,617,Online,Medium,0,528,25669,500GB
North America,Ohio,Columbus,Benjis Tech,8,HP,Pavilion,SSD,Maria,Wood,001-455-335-7038x869,greenewesley@example.org,Diamond Baker,Repairs,17306,20329,Finance,127,2022-04-02,2022-04-17,19787,2GB,773,Online,Medium,4005,127,18951,256GB
Africa,Botswana,North-East,CK Tech Store,10,Dell,Inspiron,SSD,Yvonne,Wall,(085)909-8977x21145,kwall@example.com,Susan Nelson,New Sales,25441,29489,Finance,868,2023-01-23,N/A,36976,2GB,776,Offline,Medium,0,503,29351,1TB
North America,New York,Hempstead,CK Tech Store,9,HP,Spectre,SSD,Julia,Carr,001-142-407-8930,cheryl09@example.net,Jake Lee,Second-hand Sales,4477,6661,Finance,106,2022-07-31,N/A,45626,2GB,788,Offline,High,0,560,5987,500GB
North America,Georgia,Athens,A & A PCs,3,Acer,Predator Triton 500,HDD,Lisa,Rodriguez,736.906.9166,catherine39@example.org,Ashley Thomas,New Sales,15232,18239,Bank Transfer,486,2023-08-11,N/A,0,8GB,815,Offline,Low,0,362,16598,500GB
Africa,Ethiopia,Somali,GHI Machines,7,Asus,ROG Zephyrus S GX701,SSD,Tina,Maxwell,(634)382-6416,justinfrank@example.org,Kenneth Herring,Returns,7412,10779,Bank Transfer,814,2024-01-02,2024-01-30,0,8GB,537,Online,High,0,368,7500,1TB
Africa,Nigeria,Kano,A & A PCs,2,Toshiba,Tecra,HDD,Stacey,Lowery,001-145-022-0446,parkerjanice@example.net,Brian Gonzales,Second-hand Sales,17946,20918,Bank Transfer,685,2023-05-16,N/A,0,4GB,662,Offline,Low,0,883,18382,1TB
North America,Pennsylvania,York,ABC Computers,5,Apple,Apple MacBook Air,HDD,Timothy,Harris,624-139-6891,ruth73@example.net,Michael Smith,Returns,21738,23839,Bank Transfer,232,2023-09-17,N/A,0,4GB,518,Offline,Medium,0,610,21807,256GB
North America,Texas,Irving,CK Tech Store,9,Dell,XPS,HDD,Ryan,Cannon,(869)570-0872x748,lindsay90@example.net,Melanie Taylor,New Sales,7015,10549,Finance,96,2023-11-01,2023-11-09,18065,16GB,730,Online,High,0,457,7038,1TB
North America,Florida,Cape Coral,Greens Laptops and PCs,9,Asus,ZenBook Flip S UX371,SSD,Michael,Williams,961-671-3341,griffinsean@example.com,Alexis Murray,Repairs,14773,18610,Cash,640,2022-09-16,2022-09-26,0,8GB,811,Online,Medium,1540,982,16395,256GB
Africa,Kenya,Marsabit,A & A PCs,9,Microsoft,Surface Pro,SSD,Kathryn,Malone,+1-543-474-4603x89497,tiffanybaker@example.net,Christopher Santos,New Sales,18485,22001,Cash,10,2023-11-21,N/A,0,8GB,694,Offline,Low,0,860,18504,256GB
Africa,Ethiopia,Gambela,ABC Computers,9,Acer,Aspire E 15,HDD,Melissa,Johnson,4120193087,josephlori@example.net,Thomas Ramos,New Sales,21296,24225,Bank Transfer,935,2022-07-09,2022-07-31,0,4GB,838,Online,High,0,902,23454,256GB
Africa,Ghana,Eastern,S & A Computer Place,2,Dell,Vostro,HDD,Jennifer,Hancock,+1-936-320-9056,dnorman@example.org,Stephen Harmon,Repairs,7585,11142,Finance,780,2021-11-25,2021-12-25,28338,4GB,833,Online,High,4188,742,8364,256GB
North America,Pennsylvania,Williamsport,ABC Computers,8,Asus,ROG Strix Scar III,SSD,Roger,Torres,207.654.7400,lindsay77@example.net,Michael Smith,Returns,12436,17274,Bank Transfer,85,2022-03-28,N/A,0,16GB,548,Offline,Medium,0,377,12465,256GB
North America,Georgia,Columbus,LJ Computers,5,HP,ZBook,SSD,Jonathan,Greene,(667)812-8563x947,jackietorres@example.org,Michael Collins,Second-hand Sales,25723,28252,Bank Transfer,722,2023-02-10,N/A,0,8GB,727,Offline,Medium,0,789,25837,1TB
North America,Pennsylvania,Oil City,GH PC Shop,6,HP,Envy,HDD,Bianca,Baker,+1-613-901-5541x172,petersbrandon@example.org,Michael Chan,Second-hand Sales,16785,19761,Finance,707,2021-07-13,2021-07-25,30973,8GB,815,Online,Medium,0,358,19215,1TB
Africa,Ghana,Western,Benjis Tech,7,Samsung,Notebook 9 Pro,SSD,Grant,Long,386-992-9806x38996,wardkristina@example.net,Amanda Hurley,Repairs,25589,29807,Finance,939,2022-07-15,2022-07-23,26953,2GB,529,Online,High,3043,155,26393,1TB
Africa,Botswana,Central,Ricks Computers,4,MSI,GP65 Leopard,HDD,Kathryn,Hill,567.700.3273x5726,petersonderek@example.com,Madison Davis,Second-hand Sales,18609,22297,Bank Transfer,108,2023-05-08,2023-05-31,0,8GB,671,Online,Medium,0,594,18997,256GB
North America,North Carolina,Chapel Hill,S & A Computer Place,10,Asus,ExpertBook B9,SSD,Sean,Hendrix,+1-922-376-3253,bradfordroy@example.org,Morgan Moore,Second-hand Sales,24823,27196,Cash,538,2022-12-03,N/A,0,4GB,832,Offline,High,0,236,25995,500GB
Africa,Morocco,Safi,Jacks Hardware,6,Samsung,Galaxy Book S,SSD,Jennifer,Bates,454.634.9821,lhull@example.org,Emma Scott,Returns,14967,19464,Finance,153,2022-08-13,2022-09-01,4239,2GB,832,Online,High,0,625,15509,500GB
North America,Pennsylvania,York,Jacks Hardware,9,Apple,Apple Macintosh Classic,HDD,Erik,Burgess,147-058-5109,dpearson@example.net,Julia Dodson,Returns,5388,8168,Cash,106,2022-02-24,N/A,0,2GB,406,Offline,Medium,0,951,6531,1TB
North America,Michigan,Port Huron,DEF Machines,7,HP,Spectre,SSD,Ryan,Chung,521-112-8507x13782,lgriffin@example.net,Michael Gomez,Second-hand Sales,26608,30441,Cash,732,2023-04-17,2023-04-23,0,16GB,829,Online,High,0,647,26757,1TB
Africa,Botswana,Kweneng,ABC Computers,7,HP,Elitebook,HDD,Samuel,Compton,001-524-059-6333x775,kimberlyhendricks@example.net,Carrie Gonzalez,Returns,2509,5636,Cash,378,2021-05-09,N/A,0,2GB,807,Offline,High,0,707,5288,500GB
North America,Illinois,Naperville,LJ Computers,5,HP,ZBook,SSD,Kelli,Zimmerman,549-149-0276x5929,xcampbell@example.org,Daniel Serrano,Second-hand Sales,23737,27525,Bank Transfer,252,2021-06-05,2021-06-08,0,8GB,567,Online,Low,0,587,25284,1TB
Africa,South Africa,KwaZulu-Natal,Western International PCs,1,Microsoft,Surface Neo,SSD,Whitney,Carter,854-022-8264,michelle73@example.com,Erin Williams,New Sales,23477,27800,Cash,743,2023-12-09,N/A,0,8GB,791,Offline,High,0,584,24607,500GB
Africa,Egypt,Gharbia,XYZ Tech,1,HP,Probook,HDD,Barbara,Garcia,161.344.6600x5246,manningjames@example.com,Allison Gilbert,Returns,25274,28915,Finance,9,2023-08-18,2023-08-20,29202,2GB,656,Online,Medium,0,896,26410,256GB
North America,Texas,San Antonio,GHI Machines,5,Acer,Nitro 5,HDD,Kristina,Williams,364-885-3274x235,rcook@example.com,Amanda Brown,Repairs,12646,15159,Cash,900,2022-07-22,2022-07-25,0,8GB,542,Online,Low,3890,293,13939,256GB
Africa,Ghana,Northern,GH PC Shop,3,Microsoft,Surface Duo,SSD,Robert,Williams,(711)636-2759x374,victoriabridges@example.org,Krista Wu,Returns,3881,6003,Cash,889,2022-07-25,N/A,0,8GB,541,Offline,Low,0,45,5395,500GB
North America,California,Huntington Beach,Frankies Hardware and Software,5,MSI,Alpha 15,HDD,Abigail,Carpenter,(051)815-2638x19726,gbrowning@example.com,Joy Holt,New Sales,3446,6947,Bank Transfer,623,2021-12-28,2022-01-19,0,16GB,419,Online,Medium,0,866,4306,256GB
North America,Illinois,Aurora,Western International PCs,9,Apple,Apple Power Mac G5,SSD,Jacqueline,Johnson,478-360-7605x30553,xedwards@example.org,Ashley Jones,New Sales,3217,7734,Bank Transfer,650,2024-02-04,2024-02-13,0,16GB,677,Online,High,0,915,6003,1TB
Africa,Egypt,Matrouh,KyaSand Tech Gadgets,1,Asus,ROG Strix Scar III,SSD,Andrew,Holmes,308.137.4757,davisvirginia@example.com,Jacob Hudson,New Sales,24110,27377,Bank Transfer,667,2024-01-29,2024-02-01,0,8GB,567,Online,Low,0,657,25726,256GB
Africa,South Africa,Eastern Cape,DEF Machines,4,Samsung,Galaxy Book S,HDD,Makayla,Holland,(323)870-3057x936,abbottkendra@example.org,Mark Landry,Returns,5330,7474,Finance,537,2022-10-08,2022-10-19,12431,4GB,400,Online,High,0,567,7155,1TB
North America,New York,New York,XYZ Tech,2,Dell,XPS,HDD,Jesus,Nichols,023.164.9693,kelliott@example.net,John Lee,Returns,19649,21815,Bank Transfer,437,2021-09-05,2021-09-13,0,8GB,539,Online,Low,0,512,20690,1TB
Africa,Angola,Malanje,Ricks Computers,3,Dell,Precision,SSD,Gabriela,Miller,517-747-3220x51734,vlowery@example.net,Brian Clarke,New Sales,3316,8144,Cash,664,2023-07-31,N/A,0,16GB,451,Offline,Low,0,64,3990,500GB
Africa,Kenya,Kirinyaga,Western International PCs,6,Asus,ZenBook Flip S UX371,SSD,Zachary,Jordan,001-761-512-3820x669,emily39@example.org,Christopher Santos,Returns,17961,22206,Cash,614,2023-07-10,2023-08-02,0,8GB,416,Online,Medium,0,958,21510,1TB
North America,Florida,Plantation,Benjis Tech,5,Dell,Precision,HDD,Brian,Cox,(090)974-3427x7318,jessicafitzgerald@example.com,Tanya Mcclure,Returns,14535,17074,Cash,971,2024-01-26,2024-01-31,0,8GB,814,Online,High,0,185,15855,1TB
Africa,Tanzania,Ruvuma,DEF Machines,7,Lenovo,IdeaCentre AIO 3,SSD,Joe,Williams,001-158-040-7447x03071,kevin40@example.net,Tara Price,Second-hand Sales,4993,7254,Finance,36,2021-12-17,2022-01-12,28813,2GB,665,Online,Medium,0,514,6356,500GB
North America,Georgia,Sandy Springs,ABC Computers,9,Apple,Apple Power Mac G5,SSD,Nicole,Jimenez,(286)231-5158x54193,emily72@example.org,Michael Turner,Repairs,4721,7928,Cash,98,2022-04-09,N/A,0,8GB,452,Offline,Low,1399,90,6034,1TB
Africa,Nigeria,Kaduna,GHI Machines,9,Samsung,Notebook 9,HDD,Mark,Weaver,363-426-8494x27139,sheila53@example.org,Jennifer Marshall,New Sales,5586,9899,Bank Transfer,430,2021-08-20,N/A,0,4GB,710,Offline,High,0,28,6339,1TB
Africa,Angola,Huila,ABC Computers,3,HP,Stream,SSD,Nancy,Murphy,512.515.8137x4242,erin48@example.net,Aaron Thomas,Returns,9911,14097,Bank Transfer,534,2023-08-10,N/A,0,16GB,558,Offline,High,0,672,11586,500GB
Africa,Kenya,Nyeri,CK Tech Store,4,Apple,Apple Macintosh Classic,SSD,Kimberly,Schultz,569-309-9743x637,sandramartinez@example.org,Kenneth Moore,Returns,19784,23279,Finance,207,2024-02-26,N/A,27452,4GB,622,Offline,Low,0,376,21597,256GB
Africa,Ethiopia,Oromia,LJ Computers,2,Apple,Apple Mac Pro,SSD,Christina,Brown,+1-332-206-3218x820,harrissamantha@example.com,Kenneth Herring,New Sales,21070,25206,Cash,866,2023-11-11,N/A,0,2GB,639,Offline,Medium,0,103,21639,256GB
Africa,Ethiopia,Harari,XYZ Tech,8,MSI,Modern 15,HDD,Keith,Pierce,083.519.6912x20510,figueroaheather@example.com,Kenneth Herring,Returns,6796,11539,Finance,320,2021-04-06,N/A,10648,8GB,709,Offline,High,0,44,7103,500GB
North America,Texas,Houston,Jacks Hardware,5,Apple,Apple MacBook Air,SSD,Rebecca,Williams,3572579893,caitlyn02@example.org,Melanie Taylor,New Sales,14159,18444,Bank Transfer,985,2021-04-12,2021-05-01,0,8GB,459,Online,Medium,0,934,16560,1TB
North America,New York,Saratoga Springs,Greens Laptops and PCs,8,Toshiba,Portege,HDD,Ricardo,Fisher,001-504-866-4891x6636,riveragail@example.net,Kelsey Olson,Returns,19245,22868,Finance,473,2023-08-05,2023-08-22,7475,16GB,569,Online,Medium,0,47,20686,256GB
North America,California,Santa Clarita,Benjis Tech,8,Microsoft,Surface Go,HDD,Kelly,Barrera,+1-994-187-5583x24611,lfarrell@example.com,Larry Smith,Returns,21357,23765,Finance,331,2023-08-12,2023-09-10,20791,2GB,830,Online,Low,0,155,22607,1TB
North America,Georgia,Statesboro,LJ Computers,5,Dell,G Series,HDD,Curtis,Paul,623-122-2927x79756,laura32@example.com,Joe Thomas,Second-hand Sales,3833,6289,Bank Transfer,239,2021-04-25,2021-05-23,0,8GB,477,Online,Medium,0,891,6031,1TB
Africa,Kenya,Wajir,Frankies Hardware and Software,5,MSI,GF63 Thin,HDD,Zachary,Solis,001-336-630-7467x773,ostrickland@example.org,Jason Robinson,Returns,14496,17352,Finance,717,2021-06-01,2021-06-02,29432,2GB,695,Online,High,0,694,15702,500GB
Africa,Kenya,Nyandarua,Mini Tech,3,MSI,P65 Creator,HDD,Troy,Wallace,1841551945,ggarcia@example.net,Misty Green,Second-hand Sales,16993,20391,Bank Transfer,574,2021-05-01,N/A,0,2GB,720,Offline,Low,0,367,19574,256GB
Africa,Tanzania,Kagera,S & A Computer Place,1,Samsung,Notebook 9,HDD,Katie,Pittman,+1-843-599-5411x947,jeffrey25@example.com,Dawn Perkins,Returns,29911,32979,Cash,982,2021-03-30,2021-04-20,0,8GB,680,Online,Medium,0,777,32765,256GB
Africa,South Africa,Eastern Cape,ABC Computers,8,MSI,GF63 Thin,SSD,Virginia,Williamson,(415)207-0498x95792,fernandeztracey@example.org,Mrs. Barbara Davenport,Returns,21433,23617,Cash,493,2023-10-30,2023-11-18,0,8GB,556,Online,Medium,0,794,21861,256GB
Africa,Botswana,Southern,S & A Computer Place,1,MSI,GS75 Stealth,HDD,Beverly,Garza,+1-029-593-9189x2647,whitejessica@example.com,Karen Hale,Returns,28896,30992,Finance,991,2023-11-23,2023-11-30,34212,2GB,417,Online,High,0,431,30717,256GB
Africa,Ghana,Eastern,Frankies Hardware and Software,1,Samsung,Notebook Odyssey,HDD,Victor,Becker,613-561-4476,paulwalsh@example.com,Amanda Hurley,Second-hand Sales,12475,16233,Finance,23,2022-08-19,2022-08-24,6677,16GB,417,Online,High,0,571,14691,256GB
North America,North Carolina,Havelock,Jacks Hardware,1,Samsung,Notebook Flash,HDD,Rachel,Lynch,+1-116-523-6757,nicolerose@example.org,Tony Valenzuela,New Sales,3789,7679,Finance,546,2023-10-14,N/A,46592,4GB,786,Offline,High,0,913,6811,256GB
North America,Illinois,Des Plaines,ABC Computers,10,Dell,Venue,HDD,Tiffany,Villarreal,+1-904-957-8925x671,gwood@example.com,Jerry Cox,Second-hand Sales,29750,33938,Bank Transfer,218,2021-07-13,2021-08-04,0,8GB,463,Online,Low,0,505,32317,1TB
North America,New York,New York,DEF Machines,7,HP,Envy,SSD,Samuel,Orr,001-283-262-8114x8567,hailey88@example.org,Sean Guerrero,Returns,2774,6367,Finance,285,2022-09-20,2022-09-23,40085,2GB,660,Online,Low,0,462,4620,1TB
North America,North Carolina,Statesville,Western International PCs,7,MSI,Alpha 15,HDD,Brandon,Galloway,001-217-699-5419,ggordon@example.org,Catherine Cuevas,Second-hand Sales,23914,28511,Cash,208,2023-06-09,2023-06-25,0,4GB,726,Online,Low,0,367,28135,1TB
North America,North Carolina,Kannapolis,LJ Computers,9,Apple,Apple Lisa,HDD,Kenneth,Pena,001-798-834-2086x748,milesjeffrey@example.org,Brady Walton,Returns,2932,6446,Cash,316,2022-07-31,2022-08-04,0,2GB,570,Online,Low,0,704,5300,1TB
Africa,Tanzania,Songwe,CK Tech Store,2,Toshiba,Satellite,HDD,Randall,Ramirez,837-055-5024,chris91@example.net,Corey Rasmussen,Returns,2897,5515,Finance,8,2022-08-24,2022-09-10,34513,16GB,563,Online,High,0,195,2929,500GB
Africa,Ghana,Greater Accra,Frankies Hardware and Software,3,Acer,ConceptD 5,HDD,Michelle,Carroll,001-609-327-9924,scottrogers@example.org,Troy Howell,Repairs,10785,13379,Finance,139,2023-05-14,2023-05-22,14916,16GB,690,Online,Medium,1245,332,13352,500GB
North America,Pennsylvania,Hazleton,KyaSand Tech Gadgets,6,Dell,OptiPlex,HDD,Rebecca,Holloway,280-968-5565,williamscraig@example.org,Carl Davis,Second-hand Sales,15116,18898,Bank Transfer,806,2021-12-08,N/A,0,16GB,599,Offline,Medium,0,23,16335,1TB
North America,Florida,Miami Gardens,Western International PCs,10,Acer,Swift 3,SSD,Brandon,Tucker,+1-900-777-0927,schneidercharlotte@example.net,Rachel Rowe,Second-hand Sales,25336,28819,Bank Transfer,96,2021-12-15,N/A,0,2GB,503,Offline,Low,0,225,28304,256GB
North America,Florida,Gainesville,Western International PCs,1,Lenovo,ThinkPad X1 Carbon,HDD,Steven,Cooper,7446390700,elliottluis@example.net,William Macdonald,Repairs,4016,8990,Cash,485,2021-06-19,N/A,0,8GB,755,Offline,Low,3316,856,6049,256GB
North America,Pennsylvania,Chester,GHI Machines,10,Asus,VivoBook Flip 14,SSD,Kari,Brooks,685.890.6463x6631,anthonywang@example.org,Carl Davis,Returns,4029,8993,Bank Transfer,565,2023-01-09,N/A,0,4GB,400,Offline,Low,0,972,6310,500GB
Africa,Ghana,Northern,Greens Laptops and PCs,6,Apple,Apple Mac Mini,HDD,Maria,Phelps,5339971921,theresa59@example.net,Amanda Hurley,Second-hand Sales,19501,21897,Finance,678,2022-09-24,2022-09-25,20062,4GB,558,Online,High,0,25,21777,500GB
Africa,Botswana,South-East,Greens Laptops and PCs,4,Asus,ROG Zephyrus S GX701,HDD,Evelyn,Hughes,697.720.8809,owensdouglas@example.net,Heather Singleton,Repairs,18138,21045,Finance,2,2023-07-11,2023-07-31,13583,16GB,563,Online,High,3967,86,20951,256GB
Africa,Egypt,Dakahlia,ABC Computers,4,Samsung,Chromebook 4,HDD,Jessica,Wade,001-626-386-4244x274,nelsonjoseph@example.com,Christina Garza,New Sales,4522,7482,Finance,759,2022-10-01,2022-10-21,35041,2GB,837,Online,Medium,0,386,5243,256GB
Africa,Egypt,Giza,Ricks Computers,5,Asus,ROG Zephyrus S GX701,SSD,Brian,Williams,+1-339-462-0034x2749,robertparsons@example.net,Mario Daniel,Repairs,28759,33457,Cash,132,2021-11-14,N/A,0,4GB,412,Offline,Low,2915,274,30250,500GB
North America,Illinois,Joliet,S & A Computer Place,7,MSI,GF63 Thin,HDD,Christopher,Crawford,711-391-6543,chill@example.com,Glenda Cohen,Second-hand Sales,28382,30425,Cash,440,2021-05-22,N/A,0,8GB,722,Offline,High,0,695,29375,256GB
North America,New York,Troy,Ricks Computers,9,Apple,Apple MacBook Air,SSD,Matthew,Watts,964.870.0806,alexis62@example.net,Gabrielle Patterson,Second-hand Sales,6796,9033,Bank Transfer,548,2022-09-30,N/A,0,16GB,404,Offline,Medium,0,335,7974,1TB
Africa,Morocco,Beni Mellal,CK Tech Store,10,Lenovo,ThinkPad T14,SSD,Laura,Spencer,+1-621-498-3639x3479,pdavidson@example.net,Gina Day,Second-hand Sales,6342,10420,Bank Transfer,709,2022-08-07,2022-09-06,0,8GB,717,Online,Medium,0,845,10383,1TB
North America,North Carolina,Salisbury,GHI Machines,10,Acer,Aspire 5,SSD,Erica,Baker,838-650-8768,johncollins@example.net,Eric Hall,Second-hand Sales,5687,9884,Bank Transfer,887,2022-04-13,2022-05-09,0,2GB,602,Online,Medium,0,573,7558,1TB
Africa,Egypt,Monufia,LJ Computers,3,Microsoft,Surface Hub,HDD,Francisco,Smith,0956784321,kennethschneider@example.net,Michael Gibson,Second-hand Sales,17408,22208,Bank Transfer,402,2021-05-13,2021-05-29,0,4GB,793,Online,Medium,0,134,21132,256GB
North America,Ohio,Springfield,KyaSand Tech Gadgets,10,Lenovo,ThinkPad X1 Carbon,SSD,Deborah,Hubbard,(730)977-9609,scoffey@example.com,Diamond Baker,Returns,24759,28076,Finance,836,2023-04-03,N/A,44721,8GB,792,Offline,Medium,0,144,27515,1TB
Africa,Ghana,Upper West,ABC Computers,10,Acer,Aspire E 15,HDD,Clinton,Stevens,+1-519-330-3246x628,michael27@example.com,Krista Wu,Returns,13806,16707,Cash,775,2021-12-26,N/A,0,4GB,435,Offline,Medium,0,115,15043,256GB
North America,North Carolina,Durham,ABC Computers,10,HP,Envy,HDD,Linda,Fowler,001-675-806-4080x204,jessica11@example.org,Morgan Moore,New Sales,21455,25811,Finance,794,2024-02-21,N/A,45172,4GB,811,Offline,High,0,156,25196,256GB
North America,Ohio,Akron,XYZ Tech,5,Samsung,Chromebook 4,SSD,Matthew,Blackburn,4129068484,tgonzales@example.com,Erin Tucker,New Sales,12265,17037,Bank Transfer,908,2023-12-05,N/A,0,16GB,618,Offline,High,0,710,13674,1TB
Africa,Ghana,Brong-Ahafo,A & A PCs,1,HP,Envy,HDD,Carolyn,Fletcher,(715)630-1997x924,olewis@example.net,Troy Howell,New Sales,21465,23873,Cash,326,2023-09-26,2023-09-28,0,2GB,677,Online,Medium,0,861,21534,256GB
North America,Florida,Palm Bay,LJ Computers,3,Toshiba,Libretto,SSD,Eric,Stewart,048-197-6084x149,kimberly35@example.org,William Macdonald,Returns,7952,10940,Finance,581,2024-02-10,N/A,36715,8GB,668,Offline,High,0,320,8990,500GB
North America,North Carolina,Mooresville,Western International PCs,2,Lenovo,ThinkPad P15s,HDD,Lisa,Medina,(727)736-5129x75622,petersonkatherine@example.org,Morgan Moore,Repairs,24178,26431,Bank Transfer,814,2021-07-25,2021-07-31,0,8GB,558,Online,Low,2425,604,25632,500GB
North America,North Carolina,Goldsboro,GH PC Shop,1,Acer,Nitro 5,SSD,Diane,Pollard,026-906-8309x752,dyoung@example.com,Brittany Franklin,Returns,3617,7972,Cash,923,2021-06-14,2021-07-04,0,2GB,497,Online,High,0,219,7059,500GB
Africa,Kenya,Migori,GHI Machines,6,MSI,Modern 15,HDD,Sarah,Cook,341.105.6184x153,jacquelinefranklin@example.net,Misty Green,Repairs,19138,23945,Finance,12,2023-08-17,2023-09-10,5865,8GB,766,Online,Low,1714,726,20535,256GB
